type,name,iso_country,municipality,iata_code
small_airport,Utirik Airport,MH,Utirik Island,UTK
medium_airport,Ocean Reef Club Airport,US,Key Largo,OCA
small_airport,Crested Butte Airpark,US,Crested Butte,CSE
small_airport,Columbus Airport,US,Columbus,CUS
small_airport,LBJ Ranch Airport,US,Stonewall,JCY
small_airport,Nunapitchuk Airport,US,Nunapitchuk,NUP
small_airport,Icy Bay Airport,US,Icy Bay,ICY
small_airport,Kalakaket Creek AS Airport,US,Kalakaket Creek,KKK
small_airport,Dunsmuir Muni-Mott Airport,US,Dunsmuir,MHS
small_airport,Chase Field Industrial Airport,US,Beeville,NIR
small_airport,Grand Canyon Bar Ten Airstrip,US,Littlefield,GCT
small_airport,Lime Village Airport,US,Lime Village,LVD
small_airport,Hog River Airport,US,Hogatza,HGZ
small_airport,Ed-Air Airport,US,Oaktown,OTN
small_airport,Telida Airport,US,Telida,TLF
small_airport,Eagle Air Park,US,Brazoria,BZT
small_airport,Blakely Island Airport,US,Blakely Island,BYW
small_airport,Drift River Airport,US,Kenai,DRF
small_airport,Rinkenberger Restricted Landing Area,US,Bradford,BDF
small_airport,Tetlin Airport,US,Tetlin,TEH
small_airport,Roy Otten Memorial Airfield,US,Versailles,VRS
small_airport,Atmautluak Airport,US,Atmautluak,ATT
small_airport,Livengood Camp Airport,US,Livengood,LIV
small_airport,Pedro Bay Airport,US,Pedro Bay,PDB
small_airport,Ouzinkie Airport,US,Ouzinkie,KOZ
small_airport,Tununak Airport,US,Tununak,TNK
small_airport,Minto Al Wright Airport,US,Minto,MNT
medium_airport,Aleknagik / New Airport,US,Aleknagik,WKK
small_airport,Rollang Field,US,Rolling Fork,RFK
small_airport,Naknek Airport,US,Naknek,NNK
small_airport,Southern Seaplane Airport,US,Belle Chasse,BCS
small_airport,Minute Man Air Field,US,Stow,MMN
small_airport,Earl Henry Airport,US,Blackwell,BWL
small_airport,Center Island Airport,US,Center Island,CWS
small_airport,Tatitlek Airport,US,Tatitlek,TEK
small_airport,Pine Island Airport,US,Corolla,DUF
small_airport,Stuart Island Airpark,US,Friday Harbor,SSW
small_airport,Fort Bragg Airport,US,Fort Bragg,FOB
small_airport,Maxson Airfield,US,Alexandria Bay,AXB
small_airport,Reese Airpark,US,Lubbock,REE
small_airport,Waldron Airstrip,US,Eastsound,WDN
small_airport,Chuathbaluk Airport,US,Chuathbaluk,CHU
small_airport,Ugashik Airport,US,Ugashik,UGS
small_airport,Levelock Airport,US,Levelock,KLL
small_airport,Tuntutuliak Airport,US,Tuntutuliak,WTL
small_airport,Twin Hills Airport,US,Twin Hills,TWA
small_airport,Chignik Lake Airport,US,Chignik Lake,KCQ
small_airport,Adado Airport,SO,Adado,AAD
small_airport,Atkamba Airport,PG,Atkamba Mission,ABP
small_airport,Arica Airport,CO,Arica,ACM
small_airport,El Daein Airport,SD,El Daein,ADV
small_airport,Adareil Airport,SS,Adar,AEE
small_airport,Ar Horqin Airport,CN,Chifeng,AEQ
medium_airport,Burton-Nibbs International Airport,AG,Codrington,BBQ
small_airport,Afutara Aerodrome,SB,Bila,AFT
small_airport,Ulawa Airport,SB,Arona,RNA
small_airport,Uru Harbour Airport,SB,Atoifi,ATD
small_airport,Barakoma Airport,SB,Barakoma,VEV
small_airport,Batuna Aerodrome,SB,Batuna Mission Station,BPF
small_airport,Geva Airport,SB,Liangia,GEF
small_airport,Angoram Airport,PG,Angoram,AGG
small_airport,Gwaunaru'u Airport,SB,Auki,AKS
small_airport,Bellona/Anua Airport,SB,Anua,BNY
small_airport,Choiseul Bay Airport,SB,Choiseul Bay,CHY
small_airport,Ballalae Airport,SB,Ballalae,BAS
small_airport,Fera/Maringe Airport,SB,Fera Island,FRE
large_airport,Honiara International Airport,SB,Honiara,HIR
small_airport,Babanakira Airport,SB,Mbambanakira,MBU
small_airport,Avu Avu Airport,SB,Avu Avu,AVU
small_airport,Ngorangora Airport,SB,Kirakira,IRA
small_airport,Santa Cruz/Graciosa Bay/Luova Airport,SB,Santa Cruz/Graciosa Bay/Luova,SCZ
medium_airport,Munda Airport,SB,Munda,MUA
small_airport,Nusatupe Airport,SB,Gizo,GZO
small_airport,Mono Airport,SB,Stirling Island,MNY
small_airport,Parasi Airport,SB,Parasi,PRS
small_airport,Rennell/Tingoa Airport,SB,Rennell Island,RNL
small_airport,Sege Airport,SB,Sege,EGM
small_airport,Santa Ana Airport,SB,Santa Ana Island,NNB
small_airport,Marau Airport,SB,Marau,RUS
small_airport,Suavanao Airport,SB,Suavanao,VAO
small_airport,Yandina Airport,SB,Yandina,XYA
small_airport,Kagua Airport,PG,Kagua,AGK
small_airport,Kaghau Airport,SB,Kagau Island,KGE
small_airport,Kukudu Airport,SB,Kolombangara Island,KUE
small_airport,Kwailabesi Airport,SB,Kwailabesi,KWS
small_airport,Lomlom Airport,SB,Lomlom,LLM
small_airport,Nana Airport,SB,Star Harbor,NAZ
small_airport,Manaoba Airport,SB,Manaoba,MHM
small_airport,Gatokae Aerodrome,SB,Gatokae,GTA
small_airport,Ringi Cove Airport,SB,Ringi Cove,RIN
small_airport,Ramata Airport,SB,Ramata,RBV
small_airport,Ambatolhy Airport,MG,Ambatolahy,AHY
small_airport,Ailinglaplap Airok Airport,MH,Bigatyelang Island,AIC
small_airport,Chena Hot Springs Airport,US,Chena Hot Springs,CEX
small_airport,Solomon State Field,US,Solomon,SOL
small_airport,Herendeen Bay Airport,US,Herendeen Bay,HED
small_airport,Taylor Airport,US,Taylor,TWE
small_airport,Candle 2 Airport,US,Candle,CDL
small_airport,Boswell Bay Airport,US,Boswell Bay,BSW
small_airport,Zakuoma Airport,TD,ZaKouma,AKM
small_airport,Syunik Airport,AM,Kapan,YUK
small_airport,Alto Molocue Airport,MZ,Alto Molocue,AME
small_airport,Ambatomainty Airport,MG,,AMY
medium_airport,Nauru International Airport,NR,Yaren,INU
small_airport,Angus Downs Airport,AU,Angus Downs Station,ANZ
small_airport,Catoca Airport,AO,Saurimo,CTV
small_airport,Andulo Airport,AO,Andulo,ANL
small_airport,Cangamba Airport,AO,Cangamba,CNZ
small_airport,Dirico Airport,AO,Dirico,DRC
small_airport,N'dalatando Airport,AO,N'dalatando,NDF
small_airport,Annanberg Airport,PG,,AOB
small_airport,Abou-Deïa Airport,TD,Abou-Deïa,AOD
small_airport,Asapa Airport,PG,,APP
small_airport,Girdwood-Alyeska Airport,US,Girdwood,AQY
small_airport,Bragado Airport,AR,Bragado,QRF
small_airport,Caleta Olivia Airport,AR,Caleta Olivia,CVI
small_airport,Charata Airport,AR,Charata,CNT
small_airport,General Villegas Airport,AR,General Villegas,VGS
small_airport,Los Menucos Airport,AR,Los Menucos,LMD
small_airport,Valcheta Airport,AR,Valcheta,VCF
small_airport,Carmen de Patagones Airport,AR,Carmen de Patagones,CPG
small_airport,Aragip Airport,PG,,ARP
small_airport,Asirim Airport,PG,,ASZ
medium_airport,(Duplicate)Wolf's Fang Runway,AQ,Queen Maud Island,WFR
small_airport,Lady Elliot Island Airstrip,AU,Lady Elliot Island,LYT
small_airport,Gruyere Airport,AU,Cosmo Newbery,GYZ
small_airport,Agnew Airport,AU,Agnew,AGW
small_airport,Alroy Downs Airport,AU,Alroy Downs,AYD
small_airport,Baniyala Airport,AU,Baniyala,BYX
small_airport,Coolibah Airport,AU,Coolibah,COB
small_airport,Coorabie Airport,AU,Coorabie,CRJ
small_airport,Carlton Hill Airport,AU,Carlton Hill,CRY
small_airport,Cresswell Downs Airport,AU,Cresswell Downs,CSD
small_airport,Diamantina Lakes Airport,AU,Diamantina Lakes,DYM
small_airport,Helenvale Airport,AU,Helenvale,HLV
small_airport,Kimberley Downs Airport,AU,Kimberley Downs,KBD
small_airport,Kulgera Airport,AU,Ghan,KGR
small_airport,Peppimenarti Airport,AU,Peppimenarti,PEP
small_airport,Rockhampton Downs Airport,AU,Rockhampton Downs,RDA
small_airport,Sturt Creek Airport,AU,Sturt Creek,SSK
small_airport,Shaw River Airport,AU,Shaw River,SWB
small_airport,Torwood Airport,AU,Torwood,TWP
small_airport,Springvale Airport,AU,Springvale,ZVG
small_airport,Awar Airport (unusable),PG,Awar,AWR
medium_airport,Alxa Left Banner Bayanhot Airport,CN,Bayanhot,AXF
small_airport,Pantar Kabir Airport,ID,Kabir,AXO
small_airport,Ama Airport,PG,,AMF
small_airport,Mount Aue Airport,PG,Aue,UAE
small_airport,Afore Airstrip,PG,Afore,AFR
small_airport,Agaun Airport,PG,Agaun,AUP
small_airport,Aitape Airport,PG,Aitape,ATP
small_airport,Aiambak Airport,PG,Aiambak,AIH
small_airport,Amanab Airport,PG,Amanab,AMU
small_airport,Andakombe Airport,PG,Andekombe,ADC
small_airport,Aiome Airport,PG,Aiome,AIE
small_airport,Kompiam Airport,PG,,KPM
small_airport,Ambunti Airport,PG,Ambunti,AUJ
small_airport,Awaba Airport,PG,Awaba,AWB
small_airport,Aseki Airport,PG,Aseki,AEK
small_airport,Aiyura Airport,PG,Aiyura Valley,AYU
medium_airport,Baimuru Airport,PG,Baimuru,VMU
small_airport,Bambu Airport,PG,Bambu,BCP
small_airport,Bodinumu Airport,PG,Bodinumu,BNM
small_airport,Bamu Airport,PG,Bamu,BMZ
small_airport,Baindoung Airport,PG,,BDZ
small_airport,Bensbach Airport,PG,Bensbach,BSP
small_airport,Bewani Airport,PG,Bewani,BWP
medium_airport,Buka Airport,PG,Buka Island,BUA
small_airport,Bialla Airport,PG,"Bialla, Matalilu, Ewase",BAA
medium_airport,Balimo Airport,PG,Balimo,OPU
small_airport,Bomai Airport,PG,Bomai,BMH
small_airport,Bapi Airstrip,PG,Bapi,BPD
small_airport,Biangabip Airport,PG,Biangabip,BPK
small_airport,Biaru Airport,PG,Biaru,BRP
small_airport,Bulolo Airport,PG,Bulolo,BUL
small_airport,Biniguni Airport,PG,Biniguni,XBN
small_airport,Chungribu Airport,PG,Chungribu,CVB
small_airport,Cape Gloucester Airport,PG,Cape Gloucester,CGC
medium_airport,Chimbu Airport,PG,Kundiawa,CMU
small_airport,China Strait Airstrip,PG,Samarai Island,SQT
small_airport,Debepare Airport,PG,Debepare,DBP
small_airport,Derim Airport,PG,Derim,DER
small_airport,Bundi Airport,PG,Bundi,BNT
small_airport,Munduku Airport,PG,Munduku,MDM
small_airport,Kondobol Airport,PG,Kondobol,KPF
small_airport,Dinangat Airport,PG,Dinangat,DNU
small_airport,Doini Airport,PG,Castori Islets,DOI
small_airport,Dorobisoro Airport,PG,Dorobisoro,DOO
medium_airport,Daru Airport,PG,Daru,DAU
small_airport,Kerau Airport,PG,Gunim,KRU
small_airport,Embessa Airport,PG,Embessa,EMS
small_airport,Edwaki Airport,PG,Yellow River Mission,XYR
small_airport,Emirau Airport,PG,Emirau Island,EMI
small_airport,Efogi Airport,PG,Efogi,EFG
small_airport,Morehead Airport,PG,Morehead,MHY
small_airport,Eliptamin Airport,PG,Eliptamin,EPT
small_airport,Engati Airstrip,PG,Engati,EGA
small_airport,Emo River Airstrip,PG,Emo Mission,EMO
small_airport,Erume Airport,PG,Erume,ERU
small_airport,Meselia Airport,PG,Demgulu,MFZ
small_airport,Bosset Airport,PG,Bosset,BOT
small_airport,Erave Airport,PG,Erave,ERE
small_airport,Siwea Airport,PG,Siwea,SWE
small_airport,Fane Airport,PG,Fane Mission,FNE
small_airport,Feramin Airport,PG,Feramin,FRQ
small_airport,Finschhafen Airport,PG,Buki,FIN
small_airport,Frieda River Airport,PG,Frieda River,FAQ
small_airport,Fuma Airport,PG,Fuma,FUM
medium_airport,Goroka Airport,PG,Goronka,GKA
small_airport,Gewoia Airport,PG,Gewoia,GEW
small_airport,Guari Airport,PG,Guari,GUG
small_airport,Garasa Airport,PG,Au,GRL
small_airport,Garaina Airport,PG,Garaina,GAR
small_airport,Guasopa Airport,PG,Woodlark (Muyua) Island,GAZ
small_airport,Gonaili Airport,PG,Gonaili,GOE
medium_airport,Gurney Airport,PG,Gurney,GUR
small_airport,Gusap Airport,PG,Gusap,GAP
medium_airport,Girua Airport,PG,Popondetta,PNP
small_airport,Gasuke Airport,PG,Gasuke,GBC
small_airport,Gasmata Island Airport,PG,Gasmata Island,GMI
small_airport,Anguganak Airport,PG,Anguganak,AKG
small_airport,Green River Airport,PG,Green River,GVI
small_airport,Gora Airstrip,PG,Gora,GOC
small_airport,Habi Airport,PG,Habi,HBD
small_airport,Heiweni Airport,PG,Heiweni,HNI
small_airport,Hayfields Airport,PG,Bainyik,HYF
small_airport,Honinabi Airport,PG,Honinabi,HNN
medium_airport,Hoskins Airport,PG,Kimbe,HKN
small_airport,Haivaro Airport,PG,Haivaro,HIT
small_airport,Hawabango Airport,PG,Hawabango,HWA
small_airport,Nissan Island Airport,PG,Nissan Island,IIS
small_airport,Indagen Airport,PG,Indagen,IDN
small_airport,Imane Airport,PG,Imane,IMN
small_airport,Kungim Airport,PG,Kungim,KGM
small_airport,Imonda Airport,PG,Imonda,IMD
small_airport,Aropa Airport,PG,Kieta,KIE
small_airport,Ialibu Airport,PG,Ialibu,IAL
small_airport,Wasua Airport,PG,Wasua,WSA
small_airport,Witu Airport,PG,Garove Island,WIU
small_airport,Miyanmin Airport,PG,Miyanmin,MPX
small_airport,Yongai Airport,PG,Yongai,KGH
small_airport,Josephstaal Airport,PG,Josephstaal,JOP
small_airport,Losuia Airport,PG,Losuia,LSA
small_airport,Kabwum,PG,,KBM
small_airport,Kandrian Airport,PG,Kandrian,KDR
small_airport,Kamina Airport,PG,Hoieti,KMF
small_airport,Kopiago Airport,PG,Kopiago,KPA
small_airport,Kamulai Airport,PG,Kamulai Mission,KAQ
small_airport,Kiunga Airport,PG,Kiunga,UNG
small_airport,Kanainj Airport,PG,Kanainj,KNE
small_airport,Kikori Airport,PG,Kikori,KRI
medium_airport,Kerema Airport,PG,Kerema,KMA
small_airport,Kokoda Airport,PG,Kokoda,KKD
small_airport,Kagi Airport,PG,Kagi,KGW
small_airport,Kar Kar Airport,PG,Kar Kar Island,KRX
small_airport,Kaintiba Airport,PG,Kaintiba,KZF
small_airport,Kuri Airport,PG,Kuri,KUQ
medium_airport,Kavieng Airport,PG,Kavieng,KVG
small_airport,Kawito Airport,PG,Kawito,KWO
small_airport,Londolovit Airport,PG,Londolovit,LNV
small_airport,Lab Lab Airport,PG,Lab Lab Mission,LAB
small_airport,Keglsugl Airport,PG,Denglagu Mission,KEG
small_airport,Kibuli Airstrip,PG,Kibuli,KII
small_airport,Linga Linga Airport,PG,Linga Linga,LGN
small_airport,Langimar Airport,PG,,LNM
small_airport,Lowai Airport,PG,Lowai,LWI
small_airport,Leron Plains Airport,PG,Leron Plains,LPN
small_airport,Lese Airport,PG,Lese,LNG
small_airport,Lengbati Airport,PG,,LNC
small_airport,Lumi Airport,PG,Lumi,LMI
small_airport,Long Island Airport,PG,Long Island,LSJ
small_airport,Manari Airport,PG,Manari,MRM
small_airport,Morobe Airport,PG,Morobe,OBM
small_airport,Menyamya Airport,PG,Menyamya,MYX
medium_airport,Madang Airport,PG,Madang,MAG
medium_airport,Mount Hagen Kagamuga Airport,PG,Mount Hagen,HGU
small_airport,Mindik Airport,PG,Mindik,MXK
small_airport,Makini Airport,PG,Makini,MPG
small_airport,Mougulu Airport,PG,Mougulu,GUV
medium_airport,Mendi Airport,PG,Mendi,MDU
medium_airport,Momote Airport,PG,Manus Island,MAS
small_airport,Malalaua Airport,PG,Malalaua,MLQ
small_airport,Malam Airport,PG,Malam,MQO
small_airport,Moro Airport,PG,Moro,MXH
small_airport,Misima Island Airport,PG,Misima Island,MIS
small_airport,Malekolon Airport,PG,Babase Island,MKN
small_airport,Marawaka Airport,PG,Marawaka,MWG
small_airport,Mapua(Mabua) Airport,PG,Tatau Island,MPU
small_airport,Nankina Airport,PG,Gwarawon,NKN
small_airport,Kanabea Airport,PG,Kanabea,KEX
small_airport,Nadunumu Airport,PG,Nadunumu,NDN
small_airport,Aua Island Airport,PG,Aua Island,AUI
small_airport,Negarbo(Negabo) Airport,PG,Negarbo,GBF
small_airport,Manguna Airport,PG,Manguna,MFO
small_airport,Nuguria Airstrip,PG,Nuguria Island,NUG
small_airport,Namudi Airport,PG,Namudi,NDI
small_airport,Kasonombe Airport,PG,Kasonombe,KSB
small_airport,Kandep Airport,PG,Kandep,KDP
small_airport,Nomane Airport,PG,Namane,NMN
small_airport,Bunsil Airport,PG,Bunsil - Umboi Island,BXZ
small_airport,Nuku Airport,PG,Nuku,UKU
small_airport,Namatanai Airport,PG,Namatanai,ATN
small_airport,Nambaiyufa Airport,PG,Nambaiyufa,NBA
large_airport,Nadzab Tomodachi International Airport,PG,Lae,LAE
small_airport,Obo Airport,PG,Obo,OBX
small_airport,Konge Airport,PG,Konge,KGB
small_airport,Okao Airport,PG,Okao,OKV
small_airport,Ogeranang Airport,PG,,OGE
small_airport,Oksapmin Airport,PG,Oksapmin,OKP
small_airport,Komako Airport,PG,Komako,HOC
small_airport,Kol Airport,PG,Kol,KQL
small_airport,Omora Airport,PG,Omora,OSE
small_airport,Komo-Manda Airport,PG,Komo,KOM
small_airport,Kosipe Airport,PG,Kosipe Mission,KSP
small_airport,Komaio Airport,PG,Komaio,KCJ
small_airport,Olsobip Airport,PG,Olsobip,OLQ
small_airport,Koroba Airport,PG,Koroba,KDE
small_airport,Open Bay Airport,PG,Maitanakunai,OPB
small_airport,Paiela Airport,PG,Paiela,PLE
small_airport,Pangoa Airport,PG,Pangoa,PGB
small_airport,Pindiu Airport,PG,Pindiu,PDI
small_airport,April River Airport,PG,April River,APR
small_airport,Pangia Airport,PG,Pangia,PGN
small_airport,Pimaga Airport,PG,Pimaga,PMP
small_airport,Mapoda Airport,PG,Mapoda,MPF
small_airport,Pumani Airport,PG,Pumani,PMN
small_airport,Walluanda Airport,PG,Puri,WLU
large_airport,Port Moresby Jacksons International Airport,PG,Port Moresby,POM
small_airport,Karawari Airstrip,PG,Amboin,KRJ
small_airport,Tumolbil Airport,PG,Tumolbil,TLP
small_airport,Sopu Airport,PG,Sopu,SPH
small_airport,Ononge Airport,PG,Onange Mission,ONB
small_airport,Sialum Airport,PG,Sialum,SXA
small_airport,Kira Airport,PG,Kira,KIQ
small_airport,Raba Raba Airport,PG,Rabaraba,RBP
small_airport,Rumginae Airport,PG,,RMN
small_airport,Karimui Airport,PG,Karimui,KMR
small_airport,Kairuku Airport,PG,Yule Island,RKU
small_airport,Maramuni Airport,PG,Maramuni,MWI
small_airport,Kakoro(Koroko) Airstrip,PG,Kakoro,KOR
small_airport,May River Airstrip,PG,May River,MRH
small_airport,Suabi Airport,PG,,SBE
small_airport,Saidor Airport,PG,Saidor,SDI
small_airport,Simberi Airport,PG,Simberi Island,NIS
small_airport,Safia Airport,PG,Safia,SFU
small_airport,Sila Airport,PG,Sila Mission,SIL
small_airport,Sabah Airport,PG,Sabah,SBV
small_airport,Simbai Airport,PG,Simbai,SIM
small_airport,Sengapi Airstrip,PG,Sengapi,SGK
small_airport,Sehulea Airport,PG,Sehulea,SXH
small_airport,Selbang Airport,PG,Selbang,SBC
small_airport,Sapmanga Airport,PG,Sapmanga,SMH
small_airport,Sepik Plains Airport,PG,Sepik Plains,SPV
small_airport,Sasereme Airport,PG,Sasereme,TDS
small_airport,Suki Airport,PG,Suki,SKC
small_airport,Sauren Airport,PG,Sauren,SXW
small_airport,Satwag Airport,PG,Satwag,SWG
small_airport,Masa Airport,PG,Masa,MBV
small_airport,Tari Airport,PG,Tari,TIZ
small_airport,Tabubil Airport,PG,Tabubil,TBG
small_airport,Telefomin Airport,PG,Telefomin,TFM
small_airport,Tetebedi Airport,PG,Tetebedi,TDB
small_airport,Tagula Airport,PG,Sudest Island,TGL
small_airport,Tifalmin Airport,PG,Tifalmin,TFB
small_airport,Tapini Airport,PG,Tapini,TPI
medium_airport,Tokua Airport,PG,Kokopo,RAB
small_airport,Tekin Airport,PG,Tekin,TKW
small_airport,Kamberatoro Airport,PG,Kamberatoro Mission,KDQ
small_airport,Tep Tep Airport,PG,Teptep,TEP
small_airport,Tarabo Airport,PG,Tarabo,TBQ
small_airport,Tsewi Airport,PG,Tsewi,TSW
small_airport,Tarakbits Airport,PG,Tarakbits,TRJ
small_airport,Tufi Airport,PG,Tufi,TFI
small_airport,Timbunke Airport,PG,Timbunke,TBE
small_airport,Tawa Airport,PG,Tawa,TWY
small_airport,Terapo Airport,PG,Terapo Mission,TEO
small_airport,Tekadu Airport,PG,Tekadu,TKB
small_airport,Umba Airport,PG,Umba,UMC
small_airport,Uroubi Airport,PG,Uroubi,URU
small_airport,Buin Airport,PG,Buin,UBI
small_airport,Aumo Airport,PG,Aumo,AUV
small_airport,Gulgubip Airport,PG,Gulgubip,GLP
small_airport,Upiara Airport,PG,Upiara,UPR
small_airport,Kuyol Airport,PG,,KUX
small_airport,Uvol Airport,PG,Uvol,UVO
small_airport,Talasea Airport,PG,Talasea,TLW
small_airport,Torembi Airport,PG,Torembi,TCJ
medium_airport,Vanimo Airport,PG,Vanimo,VAI
small_airport,Tonu Airport,PG,Tonu,TON
small_airport,Wuvulu Island Airport,PG,Wuvulu Island,WUV
small_airport,Wabo Airport,PG,Wabo,WAO
small_airport,Wantoat Airport,PG,Wantoat,WTT
medium_airport,Wapenamanda Airport,PG,Wapenamanda,WBM
small_airport,Wawoi Falls Airport,PG,Wavoi Falls,WAJ
small_airport,Wanigela Airport,PG,Wanigela,AGL
small_airport,Wanuma Airport,PG,Wanuma,WNU
small_airport,Wapolu Airport,PG,Wapolu,WBC
medium_airport,Wewak International Airport,PG,Wewak,WWK
small_airport,Wonenara Airport,PG,Wonenara,WOA
small_airport,Wakunai Airport,PG,Wakunai,WKN
small_airport,Wasu Airport,PG,Wasu,WSU
small_airport,Woitape Airport,PG,Fatima Mission,WTP
small_airport,Wau Airport,PG,Wau,WUG
small_airport,Yeva Airport,PG,Yeva,YVD
small_airport,Sim Airport,PG,Sim,SMJ
small_airport,Tol Airport,PG,Tol,TLO
small_airport,Wipim Airport,PG,Wipim,WPM
small_airport,Weam Airport,PG,Weam,WEP
small_airport,Yalumet Airport,PG,Yalumet,KYX
small_airport,Yenkis(Yankisa) Airport,PG,,YEQ
small_airport,Tinboli Airport,PG,Tinboli,TCK
small_airport,Munbil Airport,PG,,LNF
small_airport,Oram Airport,PG,,RAX
small_airport,Yapsiei Airport,PG,,KPE
small_airport,Yasuru Airport,PG,Yasuru,KSX
small_airport,Zenag Airport,PG,Zenag,ZEN
small_airport,Silur Airport,PG,Silur Mission,SWR
small_airport,Wasum Airport,PG,Wasum,WUM
small_airport,Sissano Airport,PG,Sissano,SIZ
small_airport,Ossima Airport,PG,Ossima,OSG
medium_airport,Zabrat Airport,AZ,Zabrat,ZXT
small_airport,Amazon Bay Airport,PG,,AZB
small_airport,Bali Airport,PG,Unea Island,BAJ
medium_airport,Benguera Island Airport,MZ,Benguera Island,BCW
small_airport,Milyakburra Airport,AU,Bickerton Island,BCZ
medium_airport,Bezmer Air Base,BG,Bezmer,JAM
medium_airport,Aasiaat Airport,GL,Aasiaat,JEG
medium_airport,Narsarsuaq Airport,GL,Narsarsuaq,UAK
medium_airport,Neerlerit Inaat Airport,GL,Neerlerit Inaat,CNP
large_airport,Nuuk International Airport,GL,Nuuk,GOH
medium_airport,Ilulissat Airport,GL,Ilulissat,JAV
medium_airport,Kulusuk Airport,GL,Kulusuk,KUS
small_airport,Maniitsoq Airport,GL,Maniitsoq,JSU
small_airport,Paamiut Airport,GL,Paamiut,JFR
medium_airport,Qaanaaq Airport,GL,Qaanaaq,NAQ
large_airport,Kangerlussuaq International Airport,GL,Kangerlussuaq,SFJ
medium_airport,Sisimiut Airport,GL,Sisimiut,JHS
large_airport,Pituffik Space Base,GL,Pituffik,THU
small_airport,Upernavik Airport,GL,Upernavik,JUV
small_airport,Qaarsut Airport,GL,Uummannaq,JQA
small_airport,Bahía de los Ángeles Airport,MX,Ensenada,BHL
small_airport,Brighton Downs Airport,AU,Brighton Downs,BHT
large_airport,Akureyri International Airport,IS,Akureyri,AEY
medium_airport,Bildudalur Airport,IS,Bildudalur,BIU
small_airport,Borgarfjörður eystri Airport,IS,Borgarfjörður eystri,BGJ
small_airport,Blönduós Airport,IS,Blönduós,BLO
small_airport,Breiðdalsvík Airport,IS,Breiðdalsvík,BXV
small_airport,Djúpivogur Airport,IS,Djúpivogur,DJU
medium_airport,Egilsstaðir Airport,IS,Egilsstaðir,EGS
small_airport,Fagurhólsmýri Airport,IS,Fagurhólsmýri,FAG
small_airport,Grundarfjörður Airport,IS,Grundarfjörður,GUU
small_airport,Gjögur Airport,IS,Gjögur,GJR
medium_airport,Grímsey Airport,IS,Grímsey/Sandvík,GRY
small_airport,Hólmavík Airport,IS,Hólmavík,HVK
medium_airport,Hornafjörður Airport,IS,Höfn,HFN
medium_airport,Húsavík Airport,IS,Húsavík,HZK
medium_airport,Ísafjörður Airport,IS,Ísafjörður,IFJ
large_airport,Keflavik International Airport,IS,Reykjavík,KEF
small_airport,Kópasker Airport,IS,Kópasker,OPA
small_airport,Sauðárkrókur Airport,IS,Sauðárkrókur,SAK
small_airport,Norðfjörður Airport,IS,Norðfjörður,NOR
small_airport,Reykhólar Airport,IS,Reykhólar,RHA
small_airport,Rif Airport,IS,Rif,OLI
small_airport,Raufarhöfn Airport,IS,Raufarhöfn,RFN
medium_airport,Reykjavík Domestic Airport,IS,Reykjavík,RKV
medium_airport,Mývatn Airport,IS,Myvatn,MVA
medium_airport,Siglufjörður Airport,IS,Siglufjörður,SIJ
small_airport,Stykkishólmur Airport,IS,Stykkishólmur,SYK
small_airport,Þingeyri Airport,IS,Þingeyri,TEY
small_airport,Þórshöfn Airport,IS,Þórshöfn,THO
medium_airport,Vestmannaeyjar Airport,IS,Vestmannaeyjar,VEY
medium_airport,Vopnafjörður Airport,IS,Vopnafjörður,VPN
small_airport,Baleela Airport,SD,Baleela Base Camp,BJE
small_airport,Bahja Airport,OM,Bahja,BJQ
large_airport,Priština Adem Jashari International Airport,XK,Prishtina,PRN
small_airport,Bamburi Airport,KE,Bamburi,BMQ
small_airport,Boana Airport,PG,Boana,BNV
small_airport,Baures Airport,BO,Baures,BVL
small_airport,Boang Airport,PG,Boang Island,BOV
small_airport,Pedro Vieira Moreira Airport,BR,Cajazeiras,CJZ
medium_airport,Glauber de Andrade Rocha Airport,BR,Vitória da Conquista,VDC
small_airport,Santana do Araguaia Airport,BR,Santana do Araguaia,CMP
small_airport,Arraias Airport,BR,Arraias,AAI
small_airport,Tertuliano Guedes de Pinho Airport,BR,Itabuna,ITN
small_airport,Leopoldina Airport,BR,Leopoldina,LEP
small_airport,Cururupu Airport,BR,Cururupu,CPU
small_airport,Santa Vitória do Palmar Airport,BR,Santa Vitória do Palmar,CTQ
small_airport,Alto Parnaíba Airport,BR,Alto Parnaíba,APY
small_airport,Juruena Airport,BR,Juruena,JRN
small_airport,Santa Terezinha Airport,BR,Santa Terezinha,STZ
small_airport,Vila Bela da Santíssima Trindade Airport,BR,Vila Bela Da Santíssima Trindade,MTG
small_airport,Alenquer Municipal Airport,BR,Alenquer,ALT
small_airport,Besakoa Airport,MG,Besakoa,BSV
medium_airport,Betong International Airport,TH,Betong,BTZ
small_airport,Hukuntsi Airport,BW,Hukuntsi,HUK
small_airport,Bawan Airport,PG,,BWJ
medium_airport,Orsha Airport - Balbasovo Air Base,BY,Orsha,TXC
small_airport,Boundary Airport,US,Boundary,BYA
small_airport,Bella Yella Airport,LR,Beliyela,BYL
small_airport,Hector Silva Airstrip,BZ,Belmopan,BCV
small_airport,Big Creek Airport,BZ,Big Creek,BGK
medium_airport,Caye Caulker Airport,BZ,Caye Caulker,CUK
medium_airport,Caye Chapel Airport,BZ,Caye Chapel,CYC
medium_airport,Corozal Airport,BZ,Corozal,CZH
